Jobid,BT,Resources,ArrivalTime,Priority,TimeQuantum
1149,297,4,181,4,189
1150,81,5,23,5,81
1151,63,3,63,5,84
1152,320,1,191,7,95
1153,106,1,30,3,33
1154,209,5,131,4,21
1155,90,6,65,1,170
1156,66,1,27,7,133
1157,429,2,180,7,146
1158,396,9,34,5,41
1159,298,5,89,4,73
1160,476,1,120,2,153
1161,238,6,172,1,82
1162,357,2,170,3,132
1163,286,2,14,4,49
1164,138,7,55,7,144
1165,92,5,124,1,23
1166,307,5,108,1,27
1167,80,9,82,5,56
1168,325,8,95,2,110
1169,363,5,29,3,175
1170,243,4,158,2,196
1171,460,9,62,1,165
1172,32,9,131,5,98
1173,470,3,11,1,74
1174,221,7,137,4,155
1175,44,4,140,7,122
1176,132,2,33,2,166
1177,461,1,6,4,154
1178,117,6,52,6,125
1179,276,2,143,1,187
1180,268,7,82,5,126
1181,217,8,197,5,40
1182,161,8,42,7,193
1183,445,5,85,1,107
1184,350,4,180,3,145
1185,166,4,55,4,133
1186,362,3,149,3,118
1187,72,3,48,7,98
1188,112,9,188,4,139
1189,392,9,10,1,92
1190,175,6,126,3,85
1191,323,4,126,1,89
1192,484,5,197,3,23
1193,65,7,34,7,147
1194,388,7,123,1,90
1195,174,2,46,4,125
1196,199,3,170,6,84
1197,366,5,83,7,95
1198,147,3,24,7,53
1199,358,2,38,4,174
1200,200,5,96,1,162
1201,46,2,190,4,195
1202,120,1,46,1,120
1203,201,8,3,6,78
1204,216,6,198,4,117
1205,36,8,93,4,173
1206,134,2,119,2,69
1207,291,4,71,4,28
1208,90,2,110,2,105
1209,483,7,133,6,183
1210,237,1,159,1,41
1211,207,8,23,3,41
1212,425,8,122,3,91
1213,30,1,145,3,182
1214,451,6,66,3,157
1215,74,8,124,3,126
1216,293,4,20,1,181
1217,82,8,128,7,123
1218,248,8,69,1,74
1219,228,4,192,3,122
1220,198,5,193,1,49
1221,326,9,86,1,53
1222,44,9,98,1,49
1223,354,5,32,7,57
1224,398,5,143,3,87
1225,393,6,111,3,54
1226,190,5,38,4,89
1227,499,8,10,4,179
1228,244,2,96,1,55
1229,44,5,95,4,80
1230,139,2,26,7,39
1231,22,2,134,4,156
1232,335,5,1,6,193
1233,409,6,58,3,184
1234,241,8,150,2,151
1235,280,5,150,3,143
1236,380,3,19,6,59
1237,153,8,14,4,56
1238,33,4,114,6,151
1239,293,2,70,5,128
1240,162,1,35,1,161
1241,403,6,58,1,62
1242,460,7,15,3,58
1243,115,7,176,6,191
1244,38,5,126,1,188
1245,68,5,56,6,60
1246,27,9,81,5,85
1247,36,7,69,3,37
1248,90,2,62,1,174
1249,306,2,78,2,157
1250,61,5,147,6,199
1251,291,7,104,4,129
1252,258,8,71,3,95
1253,290,6,185,2,167
1254,43,2,111,2,45
1255,273,3,29,3,134
1256,111,8,114,4,117
1257,296,7,86,7,142
1258,423,5,189,7,175
1259,347,6,153,1,94
1260,435,9,57,1,20
1261,466,1,65,5,194
1262,109,9,46,4,57
1263,353,8,129,5,89
1264,339,7,44,5,173
1265,106,8,67,1,61
1266,284,9,3,4,33
1267,432,2,116,5,172
1268,495,5,180,3,190
1269,211,7,144,4,93
1270,397,1,28,4,197
1271,308,7,129,4,116
1272,225,7,168,7,64
1273,189,4,86,7,38
1274,203,6,83,5,141
1275,342,4,143,4,156
1276,74,9,48,1,88
1277,51,4,135,4,32
1278,49,5,75,2,68
1279,146,8,152,6,165
1280,186,1,127,7,192
1281,274,8,196,2,180
1282,442,8,22,1,104
1283,95,4,55,3,46
1284,133,7,37,5,33
1285,56,9,68,5,136
1286,418,8,91,1,170
1287,385,5,125,7,110
1288,340,5,16,2,130
1289,279,7,118,7,125
1290,215,4,1,2,147
1291,394,7,147,6,83
1292,178,7,82,6,71
1293,60,5,114,6,112
1294,467,7,122,3,39
1295,210,5,0,1,197
1296,32,3,91,1,47
1297,498,6,158,1,154
1298,403,2,198,1,187
1299,342,9,37,4,89
1300,89,8,114,3,42
1301,472,3,110,3,31
1302,427,5,108,5,137
1303,80,4,24,5,111
1304,414,6,114,5,171
1305,112,2,194,1,56
1306,48,8,164,6,48
1307,449,9,189,6,170
1308,355,5,100,7,147
1309,145,7,140,3,190
1310,178,6,184,5,76
1311,407,5,147,1,56
1312,24,3,124,5,59
1313,312,6,15,5,157
1314,478,2,124,3,147
1315,207,8,26,6,58
1316,426,2,87,3,52
1317,474,3,183,3,166
1318,35,2,177,6,76
1319,273,8,171,7,28
1320,55,3,62,7,178
1321,271,1,12,4,63
1322,88,5,7,5,40
1323,457,5,63,1,159
1324,58,8,112,2,186
1325,245,8,192,6,132
1326,52,4,65,4,60
1327,58,5,113,5,156
1328,125,4,23,7,53
1329,297,8,112,5,65
1330,482,2,93,6,62
1331,127,5,160,1,160
1332,333,8,149,3,187
1333,58,2,8,6,164
1334,376,7,64,3,91
1335,322,6,26,2,146
1336,150,6,89,1,140
1337,391,9,127,1,135
1338,81,3,88,5,155
1339,441,9,60,4,155
1340,333,7,147,2,65
1341,157,9,72,6,33
1342,414,5,189,3,139
1343,250,9,10,3,104
1344,176,4,9,6,122
1345,51,2,147,3,147
1346,221,6,71,5,90
1347,499,1,160,2,181
1348,303,9,110,7,69
1349,30,5,61,2,110
1350,429,6,68,2,102
1351,364,2,64,3,110
1352,215,6,105,2,163
1353,440,8,27,3,51
1354,356,9,171,2,99
1355,441,2,90,4,33
1356,354,7,159,7,56
1357,388,3,148,4,55
1358,225,3,109,2,119
1359,346,5,93,1,182
1360,52,2,165,1,127
1361,413,3,42,4,114
1362,374,9,80,2,21
1363,465,9,45,7,166
1364,228,8,188,3,163
1365,459,7,158,4,100
1366,437,1,5,3,172
1367,458,1,137,2,183
1368,182,9,26,2,106
1369,229,9,10,3,63
1370,51,6,184,1,50
1371,321,6,149,5,20
1372,146,2,23,2,110
1373,204,5,161,5,118
1374,356,3,77,3,103
1375,58,1,104,7,149
1376,68,2,39,2,132
1377,367,8,27,3,110
1378,438,5,184,6,90
1379,491,4,21,5,168
1380,252,8,48,1,191
1381,377,7,107,4,138
1382,312,3,109,2,150
1383,308,8,168,7,145
1384,64,5,15,3,174
1385,330,7,129,1,53
1386,131,2,143,5,72
1387,157,3,154,7,188
1388,373,9,114,5,188
1389,121,3,130,1,120
1390,225,1,183,7,196
1391,202,6,54,5,143
1392,491,8,4,4,129
1393,409,2,99,2,199
1394,74,6,69,6,143
1395,74,3,140,7,162
1396,206,4,111,4,106
1397,203,8,99,7,72
1398,298,8,3,5,49
1399,317,2,176,6,55
1400,60,6,90,2,185
1401,219,1,38,5,161
1402,329,5,15,2,29
1403,122,8,171,4,31
1404,226,9,144,3,77
1405,82,7,178,1,184
1406,341,1,144,1,177
1407,283,4,59,3,168
1408,33,3,111,5,116
1409,184,5,180,4,180
1410,69,1,20,3,160
1411,487,7,99,6,59
1412,428,6,96,1,159
1413,37,4,119,2,172
1414,475,8,188,6,155
1415,302,6,177,5,184
1416,456,2,152,3,185
1417,413,3,91,6,89
1418,375,6,88,2,67
1419,294,2,39,4,50
1420,376,2,149,4,62
1421,147,8,44,1,117
1422,300,8,86,3,30
1423,154,5,50,7,27
1424,36,6,135,6,68
1425,388,7,30,7,78
1426,260,4,138,4,155
1427,381,7,196,3,55
1428,435,9,174,7,82
1429,82,5,73,2,87
1430,147,3,184,1,125
1431,310,4,158,6,153
1432,83,9,70,7,84
1433,169,1,178,3,62
1434,307,9,80,2,85
1435,435,4,136,4,193
1436,270,4,19,7,102
1437,407,3,157,3,112
1438,106,1,182,7,182
1439,367,4,93,1,171
1440,130,6,157,2,195
1441,112,2,37,7,36
1442,143,1,39,3,86
1443,247,8,52,3,115
1444,299,5,26,4,146
1445,226,6,33,6,105
1446,43,6,166,6,128
1447,322,5,124,5,192
1448,210,7,184,5,78
1449,435,8,92,5,123
1450,216,8,116,1,74
1451,100,6,31,2,198
1452,232,6,81,3,34
1453,419,2,148,1,187
1454,326,8,94,1,170
1455,234,6,95,1,193
1456,193,9,42,5,94
1457,361,2,53,3,173
1458,249,2,114,6,23
1459,384,8,44,4,112
1460,140,4,45,7,166
1461,334,1,185,7,146
1462,145,4,44,3,130
1463,203,7,82,4,164
1464,296,6,131,2,151
1465,372,7,191,4,50
1466,433,4,15,1,70
1467,352,2,36,3,160
1468,344,6,60,6,34
1469,456,4,149,6,162
1470,98,5,9,5,151
1471,448,9,119,5,138
1472,178,2,130,5,53
1473,305,2,197,6,197
1474,366,2,136,7,183
1475,423,5,113,2,112
1476,306,3,122,1,184
1477,496,9,133,2,150
1478,153,1,133,3,135
1479,145,2,1,7,101
1480,405,3,74,2,23
1481,250,6,48,3,64
1482,83,3,74,3,144
1483,54,6,171,2,184
1484,83,4,118,7,165
1485,484,4,95,1,191
1486,195,2,50,4,172
1487,96,2,124,3,165
1488,334,4,7,3,175
1489,334,5,54,5,181
1490,23,9,27,4,107
1491,228,1,166,2,132
1492,94,7,54,5,43
1493,151,3,175,6,144
1494,292,7,152,5,32
1495,108,8,97,1,151
1496,273,4,27,6,72
1497,161,3,131,4,73
1498,347,4,140,6,22
1499,379,9,193,2,71
1500,171,9,133,2,47
1501,332,1,120,6,96
1502,212,7,75,3,167
1503,383,6,169,1,86
1504,229,1,161,1,40
1505,330,9,114,1,195
1506,214,1,66,6,186
1507,422,2,49,5,82
1508,107,2,10,7,59
1509,408,3,156,5,45
1510,363,5,120,2,168
1511,119,4,12,7,36
1512,242,1,101,4,37
1513,167,5,176,2,166
1514,67,8,50,7,51
1515,280,9,131,2,150
1516,444,1,175,2,183
1517,315,5,147,1,163
1518,218,3,140,7,179
1519,219,8,25,7,139
1520,485,8,145,7,108
1521,152,4,131,2,76
1522,76,9,86,4,94
1523,296,3,133,4,140
1524,310,7,148,7,49
1525,74,5,72,7,46
1526,466,6,139,4,153
1527,345,9,157,1,185
1528,322,2,161,1,135
1529,497,7,14,6,194
1530,416,9,127,6,182
1531,187,8,154,1,124
1532,382,1,109,3,78
1533,253,4,124,6,61
1534,59,7,41,4,115
1535,91,8,149,6,154
1536,269,7,42,7,60
1537,494,7,48,2,126
1538,45,5,75,1,177
1539,210,5,28,3,83
1540,176,8,177,7,127
1541,428,7,84,4,113
1542,67,2,85,3,134
1543,183,8,93,6,137
1544,254,2,23,2,135
1545,142,4,88,7,109
1546,22,9,81,2,168
1547,225,4,144,6,141
1548,153,8,150,2,115
1549,318,2,141,3,68
1550,215,3,24,2,197
1551,219,4,149,1,33
1552,436,1,36,5,46
1553,141,1,199,7,61
1554,266,2,60,1,67
1555,79,9,192,4,136
1556,90,1,180,6,170
1557,247,4,74,1,184
1558,188,7,44,3,130
1559,475,1,100,7,125
1560,191,6,105,2,80
1561,133,8,123,1,191
1562,319,2,20,1,68
1563,332,3,174,1,56
1564,131,2,164,4,198
1565,106,9,180,5,79
1566,271,4,52,5,170
1567,435,4,114,6,25
1568,458,4,4,6,117
1569,463,8,39,3,69
1570,89,6,185,7,22
1571,261,4,97,3,162
1572,190,9,103,1,100
1573,93,5,156,4,55
1574,135,6,177,7,24
1575,68,5,14,4,113
1576,493,7,6,7,188
1577,378,7,140,1,30
1578,381,1,167,3,143
1579,56,6,166,6,196
1580,464,3,57,7,52
1581,122,6,43,3,60
1582,304,7,24,2,120
1583,94,6,35,1,99
1584,285,7,150,4,168
1585,270,6,20,5,72
1586,160,7,96,4,47
1587,195,4,153,2,172
1588,430,9,152,1,151
1589,287,3,12,3,21
1590,324,7,149,3,35
1591,328,2,49,1,168
1592,239,9,55,2,91
1593,409,5,96,5,149
1594,397,8,186,7,64
1595,446,5,139,4,111
1596,334,9,69,2,133
1597,103,8,31,3,175
1598,167,5,137,7,127
1599,428,7,27,1,58
1600,243,3,17,5,123
1601,84,3,125,6,157
1602,151,1,92,3,79
1603,438,2,85,3,88
1604,75,5,69,1,51
1605,376,7,103,1,119
1606,346,4,81,4,121
1607,490,4,103,1,138
1608,481,6,141,5,169
1609,183,1,113,7,42
1610,479,8,132,3,126
1611,207,1,145,3,188
1612,256,8,162,4,129
1613,134,7,119,7,93
1614,270,1,68,7,101
1615,42,3,76,1,158
1616,312,7,129,7,69
1617,262,7,163,4,143
1618,134,3,196,7,116
1619,23,2,54,6,48
1620,287,8,78,3,88
1621,384,2,120,4,181
1622,172,8,93,7,178
1623,467,5,3,5,172
1624,175,8,6,6,110
1625,41,3,122,2,163
1626,210,5,10,7,106
1627,371,3,16,3,175
1628,400,1,89,3,20
1629,331,8,9,4,159
1630,316,6,117,4,158
1631,309,7,190,1,80
1632,408,6,123,5,197
1633,294,8,169,4,163
1634,222,2,133,1,171
1635,100,8,42,5,191
1636,347,2,68,7,72
1637,422,9,137,7,150
1638,125,3,174,1,114
1639,301,1,64,3,145
1640,495,7,78,7,113
1641,477,8,172,7,51
1642,95,2,185,7,169
1643,252,3,171,6,70
1644,165,3,48,1,37
1645,379,2,63,7,196
1646,343,8,112,3,145
1647,115,6,143,7,21
1648,193,9,164,5,40
1649,22,4,21,2,175
1650,491,9,35,7,156
1651,153,7,34,5,57
1652,186,1,158,4,22
1653,318,7,80,7,69
1654,203,4,166,7,142
1655,362,1,53,1,94
1656,492,1,159,2,141
1657,478,3,171,5,105
1658,30,4,130,1,117
1659,242,2,34,6,112
1660,166,9,57,7,153
1661,489,4,78,6,62
1662,417,2,60,4,91
1663,25,5,141,1,64
1664,454,1,70,3,90
1665,309,7,73,4,192
1666,349,3,70,7,24
1667,70,9,77,6,24
1668,74,7,125,3,51
1669,110,7,140,2,64
1670,162,9,53,1,102
1671,226,3,168,5,187
1672,283,6,82,4,160
1673,28,2,21,6,69
1674,249,8,183,1,169
1675,383,5,164,1,86
1676,101,2,99,4,79
1677,429,5,152,4,148
1678,161,5,61,5,138
1679,429,4,23,3,136
1680,345,8,99,1,101
1681,187,6,175,2,89
1682,139,1,104,2,162
1683,366,6,6,5,100
1684,86,5,6,6,148
1685,391,3,159,3,184
1686,277,1,174,3,152
1687,178,9,42,2,172
1688,495,7,15,3,97
1689,63,2,95,6,153
1690,429,4,37,1,46
1691,24,8,159,7,59
1692,206,3,179,5,72
1693,302,1,82,5,147
1694,430,7,189,2,186
1695,213,2,70,5,155
1696,90,9,87,1,169
1697,457,4,187,2,107
1698,25,1,8,2,162
1699,129,5,18,5,102
1700,393,3,78,3,121
1701,104,7,107,1,180
1702,180,5,136,1,126
1703,65,3,26,7,74
1704,312,8,168,2,180
1705,236,4,107,7,196
1706,28,5,163,4,158
1707,474,5,160,5,97
1708,207,2,186,7,187
1709,179,6,178,2,152
1710,221,1,182,4,176
1711,370,3,124,5,72
1712,467,2,102,2,145
1713,397,9,46,2,132
1714,150,1,99,4,140
1715,151,9,87,4,54
1716,314,3,33,2,115
1717,352,7,27,1,179
1718,361,6,192,3,53
1719,228,8,59,1,22
1720,51,7,145,5,48
1721,80,4,97,7,33
1722,382,3,21,3,161
1723,86,4,190,7,199
1724,44,1,117,5,25
1725,107,3,173,6,125
1726,367,7,139,4,48
1727,194,9,144,4,114
1728,426,1,148,7,198
1729,337,9,110,1,65
1730,171,3,124,1,93
1731,209,6,87,4,82
1732,490,7,181,6,150
1733,366,3,50,4,145
1734,135,8,73,4,109
1735,465,5,5,7,42
1736,343,1,59,5,78
1737,414,3,188,2,121
1738,428,6,86,7,178
1739,123,8,190,3,176
1740,188,6,39,7,172
1741,459,3,166,3,94
1742,117,2,138,6,138
1743,245,5,155,7,190
1744,121,4,110,6,188
1745,427,3,36,5,180
1746,316,2,180,3,58
1747,303,1,187,4,37
1748,29,1,95,6,79
1749,325,7,88,2,115
1750,117,9,43,2,134
1751,265,2,80,4,172
1752,477,7,75,1,198
1753,264,3,39,5,72
1754,106,9,103,7,50
1755,413,1,108,2,167
1756,62,4,169,3,175
1757,495,8,10,3,184
1758,360,8,119,5,39
1759,120,3,122,4,102
1760,156,7,24,4,172
1761,268,4,25,4,80
1762,178,1,48,5,150
1763,108,1,123,2,158
1764,348,2,188,6,184
1765,46,7,171,1,83
1766,59,4,144,5,156
1767,416,1,87,1,173
1768,360,7,7,7,20
1769,288,2,47,5,118
1770,359,9,144,6,173
1771,107,9,56,3,96
1772,82,4,13,5,82
1773,109,7,27,2,36
1774,495,8,72,5,55
1775,28,4,62,2,44
1776,147,5,84,4,152
1777,411,7,55,3,192
1778,347,8,172,1,66
1779,25,3,148,2,132
1780,144,2,91,7,92
1781,369,6,184,4,64
1782,354,6,80,5,66
1783,247,9,180,2,180
1784,481,4,11,5,173
1785,176,9,40,6,75
1786,129,4,114,6,78
1787,133,8,36,3,108
1788,28,1,181,2,87
1789,204,3,188,5,45
1790,362,1,32,2,137
1791,363,6,60,1,21
1792,313,5,137,5,165
1793,347,6,105,4,172
1794,455,4,32,2,85
1795,426,3,192,1,165
1796,379,2,50,3,153
1797,291,4,22,3,174
1798,479,9,184,4,55
1799,89,8,78,3,129
1800,387,1,44,5,56
1801,457,5,130,3,34
1802,463,6,12,1,99
1803,366,1,35,2,74
1804,370,6,10,6,120
1805,95,6,88,3,27
1806,474,4,125,5,137
1807,376,5,83,1,178
1808,180,3,189,2,119
1809,305,2,115,6,143
1810,47,1,26,5,48
1811,191,1,108,6,38
1812,355,5,173,4,119
1813,389,5,135,7,160
1814,52,9,181,3,106
1815,322,4,98,4,160
1816,464,7,112,1,25
1817,373,9,91,5,167
1818,472,8,96,4,64
1819,434,4,17,6,91
1820,260,1,66,5,106
1821,295,7,130,2,24
1822,350,2,175,4,83
1823,88,6,41,5,144
1824,298,7,191,7,22
1825,271,7,191,6,195
1826,488,5,51,5,165
1827,415,3,12,2,159
1828,88,3,154,2,33
1829,65,6,127,4,194
1830,334,6,45,2,181
1831,429,9,75,2,85
1832,468,6,152,4,30
1833,150,3,146,3,38
1834,261,3,2,3,68
1835,440,3,129,7,62
1836,358,1,63,5,32
1837,356,2,99,3,168
1838,476,9,148,4,41
1839,63,1,34,7,53
1840,139,5,18,1,30
1841,247,2,172,7,175
1842,486,8,79,6,154
1843,118,3,65,5,21
1844,360,6,190,6,47
1845,321,5,184,5,181
1846,79,1,160,6,157
1847,138,9,182,6,122
1848,431,1,114,5,45
1849,399,6,100,5,189
1850,452,1,64,4,20
1851,74,7,7,7,20
1852,257,5,136,7,64
1853,362,8,24,5,26
1854,284,1,126,3,159
1855,301,1,37,6,184
1856,482,9,70,1,70
1857,456,1,163,5,43
1858,428,8,101,4,74
1859,425,4,174,2,168
1860,221,6,88,5,136
1861,385,8,35,4,152
1862,392,5,143,1,196
1863,396,7,140,4,81
1864,284,4,134,7,97
1865,312,7,18,1,168
1866,70,6,80,3,186
1867,165,1,69,5,141
1868,201,5,133,6,23
1869,94,1,114,1,126
1870,278,8,152,5,129
1871,447,9,64,4,84
1872,326,1,15,5,110
1873,410,9,62,6,134
1874,95,5,68,1,148
1875,442,9,24,6,177
1876,268,7,82,4,105
1877,343,8,199,2,198
1878,269,3,123,4,187
1879,416,6,63,1,197
1880,310,6,121,2,120
1881,42,3,156,3,56
1882,300,6,39,2,51
1883,429,3,73,7,193
1884,147,5,167,7,152
1885,223,9,173,1,91
1886,90,7,160,3,34
1887,481,7,96,1,35
1888,313,6,150,2,140
1889,440,6,191,3,141
1890,328,4,126,7,48
1891,167,8,164,4,134
1892,130,6,87,3,171
1893,199,2,86,5,187
1894,154,3,40,4,26
1895,343,1,140,4,116
1896,381,7,76,5,98
1897,278,1,46,2,56
1898,191,9,87,5,165
1899,354,9,98,2,63
1900,442,4,92,3,128
1901,459,9,54,2,51
1902,208,5,50,2,168
1903,300,9,109,7,148
1904,403,7,72,7,139
1905,71,5,154,5,171
1906,234,1,176,5,190
1907,494,3,44,5,20
1908,259,9,82,1,101
1909,280,7,75,3,142
1910,166,5,130,3,44
1911,113,2,109,5,104
1912,400,9,110,5,22
1913,199,7,78,6,70
1914,394,2,130,7,141
1915,452,5,183,2,190
1916,488,6,194,4,67
1917,421,7,95,5,62
1918,190,1,163,5,42
1919,493,8,146,3,131
1920,425,6,191,2,149
1921,394,2,136,2,56
1922,141,3,83,5,116
1923,302,2,64,1,136
1924,172,6,30,7,116
1925,490,6,71,2,119
1926,312,3,23,2,97
1927,264,1,53,7,75
1928,446,3,17,6,136
1929,122,6,166,4,33
1930,394,3,197,1,21
1931,179,7,18,1,59
1932,261,3,196,2,165
1933,371,9,49,2,131
1934,496,1,147,6,105
1935,111,7,129,3,92
1936,215,1,127,6,163
1937,343,2,115,5,29
1938,94,4,111,2,128
1939,208,9,191,3,195
1940,248,6,75,5,74
1941,332,1,85,5,167
1942,187,3,109,7,27
1943,430,8,3,2,87
1944,166,4,9,1,51
1945,197,4,20,5,99
1946,106,1,169,2,186
1947,294,5,36,1,73
1948,172,3,165,1,95
1949,411,5,77,6,30
1950,44,5,172,4,78
1951,277,4,153,5,23
1952,270,2,64,5,64
1953,388,7,183,1,52
1954,495,9,33,6,180
1955,234,2,194,7,127
1956,436,6,86,3,94
1957,451,4,118,7,26
1958,346,2,54,5,179
1959,474,4,110,1,182
1960,352,1,70,3,37
1961,130,3,173,3,180
1962,393,9,68,3,90
1963,499,7,193,1,85
1964,391,4,104,6,109
1965,170,8,74,1,157
1966,405,5,53,7,177
1967,293,8,162,2,100
1968,281,8,14,7,198
1969,458,2,156,1,92
1970,314,5,12,5,52
1971,185,5,178,3,32
1972,137,4,44,2,199
1973,231,1,58,5,115
1974,345,7,67,1,112
1975,131,3,145,4,132
1976,121,1,114,1,163
1977,257,5,28,3,198
1978,285,1,59,2,178
1979,292,7,3,3,132
1980,265,2,148,6,29
1981,29,6,133,7,64
1982,364,3,149,6,99
1983,299,1,70,2,89
1984,461,4,137,2,124
1985,42,3,11,4,147
1986,233,5,199,2,185
1987,320,7,148,6,53
1988,126,8,148,6,114
1989,180,7,66,3,50
1990,315,8,29,1,199
1991,281,7,187,1,57
1992,441,9,48,5,124
1993,403,8,0,4,144
1994,49,8,125,3,71
1995,183,2,13,3,127
1996,304,5,54,2,108
1997,466,1,83,7,139
1998,429,7,92,6,152
1999,252,6,37,1,152
2000,379,9,62,1,149
2001,33,7,49,7,101
2002,488,9,78,3,44
2003,385,5,169,1,115
2004,368,2,157,4,86
2005,98,2,93,2,31
2006,175,6,126,1,182
2007,49,6,39,1,45
2008,203,2,107,2,114
2009,93,2,66,2,195
2010,222,6,123,2,198
2011,231,5,14,1,30
2012,327,7,60,6,91
2013,166,3,88,6,170
2014,484,6,164,2,153
2015,180,6,32,5,61
2016,439,2,151,2,168
2017,161,2,71,2,88
2018,324,6,71,5,176
2019,214,5,104,4,24
2020,70,1,152,5,25
2021,234,3,144,7,158
2022,128,5,194,3,157
2023,130,7,198,4,105
2024,436,9,154,7,30
2025,259,6,28,7,142
2026,99,7,10,7,136
2027,261,2,30,7,171
2028,233,7,103,5,170
2029,344,7,7,6,22
2030,104,3,152,1,160
2031,241,2,70,1,84
2032,334,3,45,3,179
2033,177,3,51,5,67
2034,157,6,32,3,169
2035,464,1,183,6,158
2036,392,8,186,4,176
2037,429,3,180,4,171
2038,411,3,140,2,53
2039,293,1,110,1,189
2040,496,5,117,7,87
2041,187,4,76,5,50
2042,32,6,9,3,64
2043,434,9,107,6,126
2044,111,5,124,5,182
2045,270,8,114,4,22
2046,126,3,54,6,44
2047,183,7,154,7,72
2048,492,5,97,3,81
2049,67,2,58,3,164
2050,106,2,77,4,174
2051,338,2,18,4,169
2052,408,8,67,2,152
2053,110,5,163,4,52
2054,242,3,164,2,113
2055,226,5,24,5,30
2056,354,6,107,2,157
2057,491,9,191,3,87
2058,184,2,88,5,121
2059,232,3,190,2,97
2060,324,5,77,3,141
2061,449,8,65,5,184
2062,58,6,165,4,133
2063,84,6,138,3,24
2064,170,8,89,3,147
2065,293,8,137,7,195
2066,96,1,94,6,137
2067,258,6,13,4,193
2068,394,5,144,1,180
2069,268,8,56,6,181
2070,305,3,12,3,65
2071,356,4,167,4,159
2072,461,9,88,5,150
2073,252,5,167,5,34
2074,108,3,82,4,182
2075,191,8,180,6,28
2076,339,7,171,7,158
2077,103,8,181,7,116
2078,52,9,126,7,69
2079,220,4,40,2,90
2080,222,5,188,3,133
2081,38,5,137,7,46
2082,72,3,7,5,86
2083,187,2,119,3,195
2084,91,9,5,6,75
2085,341,8,122,3,98
2086,447,7,13,3,69
2087,343,3,107,2,177
2088,310,4,92,7,187
2089,232,5,40,3,32
2090,411,1,159,5,168
2091,345,9,68,1,21
2092,183,7,16,3,127
2093,204,2,55,6,193
2094,435,4,21,4,174
2095,403,6,19,2,125
2096,184,6,156,5,72
2097,378,5,120,2,29
2098,454,1,75,1,117
2099,168,3,119,5,28
2100,359,6,86,1,122
2101,220,9,61,4,50
2102,264,8,121,4,47
2103,271,5,111,4,189
2104,222,3,57,1,62
2105,220,9,171,7,183
2106,272,3,129,4,151
2107,395,2,5,4,100
2108,325,5,162,7,20
2109,420,8,177,7,117
2110,33,6,116,3,25
2111,320,4,165,2,162
2112,415,5,49,5,121
2113,440,3,34,2,131
2114,478,9,156,2,129
2115,295,1,117,2,159
2116,271,9,139,2,127
2117,149,6,171,2,104
2118,442,6,197,6,151
2119,373,5,185,3,71
2120,268,4,154,1,150
2121,228,6,102,2,74
2122,78,3,63,5,41
2123,290,9,3,4,108
2124,62,4,65,2,80
2125,339,5,123,6,140
2126,108,2,20,2,179
2127,142,3,153,3,112
2128,101,3,192,5,56
2129,183,8,3,2,30
2130,314,8,44,1,165
2131,364,6,155,6,22
2132,334,9,199,2,77
2133,413,6,138,4,74
2134,188,1,152,6,22
2135,372,9,80,7,86
2136,20,6,156,2,36
2137,58,6,80,1,142
2138,214,8,102,6,152
2139,159,8,68,4,110
2140,26,7,2,7,124
2141,256,8,46,4,177
2142,26,6,52,1,53
2143,64,2,69,7,106
2144,177,8,84,4,46
2145,111,4,166,2,142
2146,321,2,186,3,33
2147,374,1,42,4,56
2148,251,2,29,6,86
2149,202,3,199,4,169
2150,26,5,93,7,34
2151,388,6,85,5,46
2152,93,1,132,7,132
2153,67,6,184,3,185
2154,324,1,173,1,91
2155,146,5,123,2,130
2156,447,9,80,6,52
2157,471,5,178,2,32
2158,417,1,23,5,40
2159,439,5,85,2,32
2160,498,4,120,3,169
2161,305,6,36,1,119
2162,83,7,63,7,159
2163,484,6,68,2,29
2164,298,8,79,7,103
2165,282,7,57,7,58
2166,377,7,81,7,57
2167,306,2,7,3,128
2168,160,7,29,6,130
2169,406,1,145,4,30
2170,30,7,196,6,91
2171,496,3,114,7,22
2172,231,2,22,3,174
2173,262,7,136,2,133
2174,328,9,148,3,197
2175,245,8,42,2,120
2176,281,4,116,3,169
2177,179,7,45,6,33
2178,224,9,166,2,109
2179,444,4,111,1,70
2180,330,9,189,2,117
2181,425,5,146,5,131
2182,281,3,117,7,173
2183,289,5,70,1,78
2184,70,5,121,5,34
2185,437,9,61,3,166
2186,222,5,182,4,41
2187,309,2,64,1,98
2188,306,6,183,4,157
2189,337,3,126,6,114
2190,212,7,199,6,134
2191,93,7,88,6,159
2192,275,8,156,2,131
2193,119,7,143,7,166
2194,485,2,66,5,177
2195,108,6,137,6,128
2196,394,3,174,5,61
2197,136,9,195,1,68
2198,136,7,28,3,84
2199,276,7,78,6,32
2200,370,9,161,4,196
2201,184,7,189,3,28
2202,189,6,74,2,158
2203,433,6,90,2,36
2204,179,3,103,5,176
2205,30,6,40,3,125
2206,326,3,58,4,95
2207,330,6,130,7,125
2208,217,9,28,2,100
2209,224,7,172,2,114
2210,131,6,64,1,170
2211,137,5,158,3,141
2212,77,4,62,1,43
2213,426,5,131,3,31
2214,398,2,190,2,95
2215,330,4,76,2,23
2216,444,4,79,5,65
2217,498,7,33,6,125
2218,362,3,186,5,117
2219,161,6,100,5,146
2220,108,8,179,4,177
2221,87,7,65,2,171
2222,479,6,11,4,132
