Jobid,BT,Resources,ArrivalTime,Priority,TimeQuantum
1149,95,9,71,1,62
1150,215,8,144,1,138
1151,409,2,95,6,46
1152,207,1,85,7,64
1153,272,5,78,3,56
1154,294,6,45,4,60
1155,251,9,128,2,127
1156,117,1,29,4,65
1157,393,1,14,5,167
1158,249,2,106,1,196
1159,461,2,21,4,24
1160,223,2,17,3,143
1161,426,7,184,6,172
1162,181,6,88,3,148
1163,302,4,8,1,62
1164,432,7,137,1,193
1165,273,9,32,2,145
1166,190,6,177,6,65
1167,368,2,30,3,102
1168,441,3,118,7,138
1169,295,6,67,1,78
1170,207,8,96,7,91
1171,450,1,8,2,139
1172,166,6,97,2,181
1173,251,3,31,1,102
1174,150,7,74,2,182
1175,191,6,149,5,195
1176,239,3,69,4,193
1177,74,8,30,2,150
1178,79,2,125,6,134
1179,442,7,162,6,118
1180,100,4,139,1,70
1181,231,9,159,6,161
1182,459,5,174,4,41
1183,120,8,54,2,140
1184,482,9,190,5,24
1185,126,9,5,7,31
1186,400,5,138,7,65
1187,378,7,52,6,157
1188,39,2,61,5,97
1189,388,3,146,7,126
1190,417,8,48,3,155
1191,67,8,44,3,43
1192,159,8,67,7,170
1193,201,2,63,7,197
1194,439,7,119,7,178
1195,341,9,164,7,77
1196,216,5,9,1,48
1197,447,3,14,4,124
1198,493,3,150,7,171
1199,287,1,159,2,153
1200,243,7,100,7,54
1201,300,4,88,1,67
1202,50,8,68,2,194
1203,272,3,48,6,56
1204,81,1,40,6,33
1205,433,3,199,3,60
1206,289,7,148,5,120
1207,89,3,122,7,53
1208,467,7,151,6,101
1209,24,4,153,1,184
1210,41,6,125,2,65
1211,458,7,82,4,196
1212,236,2,37,2,159
1213,264,8,102,4,83
1214,290,2,120,1,153
1215,154,6,65,2,38
1216,297,7,190,7,120
1217,305,1,45,1,96
1218,451,6,133,6,166
1219,171,5,163,6,168
1220,371,5,36,7,167
1221,96,8,24,5,118
1222,247,6,144,7,48
1223,286,3,168,4,117
1224,210,7,39,6,148
1225,456,6,101,5,76
1226,115,7,161,3,90
1227,65,8,136,6,48
1228,489,3,53,1,142
1229,283,7,36,7,130
1230,336,8,146,6,51
1231,468,4,50,5,155
1232,306,6,59,6,59
1233,393,4,182,7,109
1234,441,1,176,1,110
1235,453,4,151,7,156
1236,156,2,32,7,25
1237,253,4,79,6,119
1238,221,1,157,4,100
1239,439,9,99,2,133
1240,199,6,93,3,35
1241,448,9,119,2,169
1242,64,5,92,3,96
1243,413,7,54,7,52
1244,107,9,27,3,195
1245,268,5,21,2,164
1246,420,6,12,2,77
1247,340,3,138,1,129
1248,304,6,47,5,143
1249,200,1,162,5,198
1250,201,4,98,7,116
1251,407,2,4,6,121
1252,236,8,5,4,119
1253,420,2,92,6,147
1254,293,6,149,6,155
1255,167,7,147,2,38
1256,481,9,168,5,159
1257,146,4,140,4,162
1258,29,8,127,2,107
1259,272,2,53,3,175
1260,103,7,161,7,71
1261,470,6,21,1,106
1262,193,6,160,4,111
1263,218,8,17,5,20
1264,44,1,60,6,158
1265,353,9,25,4,36
1266,275,4,23,3,138
1267,342,9,180,5,134
1268,364,9,71,7,89
1269,341,5,48,6,169
1270,272,1,127,5,55
1271,35,9,162,4,157
1272,303,9,122,5,187
1273,154,5,91,4,130
1274,170,4,118,2,115
1275,416,2,164,1,33
1276,348,2,36,1,66
1277,31,7,198,6,146
1278,91,2,101,6,20
1279,318,3,134,4,76
1280,258,3,47,4,155
1281,190,1,197,7,133
1282,188,1,181,3,107
1283,258,2,49,5,178
1284,350,2,80,2,99
1285,152,6,34,2,66
1286,315,8,3,1,179
1287,197,8,130,6,86
1288,393,8,140,4,184
1289,446,6,79,4,61
1290,463,6,121,7,130
1291,183,8,22,1,105
1292,40,3,36,5,45
1293,398,8,95,5,132
1294,126,1,148,1,191
1295,449,5,67,2,169
1296,207,2,70,2,188
1297,358,1,42,6,53
1298,74,8,97,4,83
1299,299,8,157,4,88
1300,268,4,50,3,32
1301,457,9,92,6,171
1302,391,6,96,4,131
1303,107,5,133,4,139
1304,129,4,120,5,184
1305,440,8,37,6,102
1306,84,2,0,7,178
1307,307,8,79,6,34
1308,61,3,74,5,179
1309,131,6,110,5,184
1310,495,9,57,2,182
1311,286,8,110,2,109
1312,255,3,3,5,102
1313,472,6,1,7,86
1314,375,6,82,5,32
1315,166,1,119,2,67
1316,299,3,88,5,182
1317,192,1,188,3,73
1318,248,7,169,4,182
1319,292,5,55,2,196
1320,193,7,8,5,148
1321,381,8,149,4,57
1322,285,5,12,4,73
1323,107,7,42,3,174
1324,108,3,141,3,76
1325,367,7,69,3,124
1326,296,5,85,5,168
1327,129,4,138,7,170
1328,108,8,51,2,163
1329,319,8,82,4,31
1330,297,5,32,5,70
1331,204,4,85,7,163
1332,297,8,65,1,163
1333,378,8,193,6,66
1334,200,1,119,5,23
1335,404,5,188,7,79
1336,471,8,1,5,174
1337,490,4,59,3,135
1338,304,2,41,6,75
1339,274,8,70,3,158
1340,27,2,150,4,83
1341,103,1,62,3,71
1342,334,3,16,4,138
1343,50,8,159,4,184
1344,145,3,176,5,154
1345,483,4,110,3,116
1346,279,2,164,5,118
1347,398,3,38,4,48
1348,492,7,75,5,42
1349,498,1,36,4,37
1350,225,1,135,6,141
1351,264,9,193,2,147
1352,480,1,195,7,141
1353,160,9,18,4,179
1354,384,9,56,3,178
1355,101,4,77,5,181
1356,308,7,165,7,114
1357,333,9,96,3,148
1358,147,4,137,2,138
1359,81,9,111,7,42
1360,222,7,129,2,72
1361,153,2,32,3,26
1362,165,4,199,1,170
1363,238,9,122,1,143
1364,34,2,125,1,125
1365,477,7,22,2,176
1366,458,8,86,2,104
1367,184,9,92,7,54
1368,474,8,10,7,144
1369,460,7,103,5,129
1370,143,7,110,5,145
1371,131,2,62,1,171
1372,320,4,108,4,157
1373,39,6,144,1,192
1374,174,1,98,7,103
1375,391,6,44,7,193
1376,41,7,11,3,110
1377,75,3,167,1,26
1378,495,4,83,4,154
1379,357,5,70,1,51
1380,229,5,172,7,35
1381,418,7,127,7,130
1382,434,6,118,3,104
1383,155,7,172,5,59
1384,171,4,148,4,65
1385,60,8,121,5,169
1386,158,2,82,1,155
1387,292,5,58,2,21
1388,286,5,35,1,70
1389,398,1,154,6,41
1390,146,2,193,1,171
1391,223,7,4,3,115
1392,201,4,60,2,28
1393,340,3,193,4,95
1394,282,9,23,5,156
1395,130,8,193,5,91
1396,210,5,117,1,62
1397,173,5,117,1,125
1398,373,4,101,3,115
1399,117,1,139,5,87
1400,374,1,70,4,175
1401,99,7,34,7,136
1402,202,5,100,1,25
1403,367,3,105,1,186
1404,437,9,68,5,83
1405,376,1,58,3,26
1406,476,8,37,7,127
1407,357,8,129,1,146
1408,384,5,120,7,175
1409,217,4,185,5,117
1410,474,6,40,5,22
1411,405,7,37,7,88
1412,201,6,69,3,72
1413,145,7,20,7,73
1414,492,6,14,4,72
1415,444,5,40,2,116
1416,297,9,163,4,172
1417,341,8,23,2,193
1418,146,6,52,3,193
1419,354,7,52,3,97
1420,274,1,136,2,129
1421,146,4,30,6,168
1422,327,9,109,2,149
1423,87,1,33,1,118
1424,163,2,43,7,151
1425,295,2,191,3,91
1426,104,4,13,3,106
1427,242,3,111,5,85
1428,134,8,190,7,152
1429,441,3,179,4,145
1430,441,5,38,5,32
1431,179,3,77,1,75
1432,376,7,84,1,95
1433,49,7,137,2,149
1434,276,4,175,1,40
1435,460,5,112,5,135
1436,283,7,158,6,122
1437,100,3,18,4,158
1438,137,7,162,4,157
1439,80,5,39,7,122
1440,467,8,140,6,80
1441,124,6,60,6,54
1442,178,3,127,1,127
1443,232,1,154,5,163
1444,20,7,192,3,29
1445,298,3,19,4,128
1446,108,6,20,3,79
1447,155,2,153,6,76
1448,225,2,19,5,139
1449,394,1,70,7,52
1450,38,5,152,3,101
1451,403,6,33,6,135
1452,442,9,50,2,42
1453,468,5,140,3,183
1454,31,1,6,7,192
1455,447,3,183,2,100
1456,210,3,63,7,157
1457,156,9,15,3,148
1458,421,8,179,1,104
1459,483,7,34,2,188
1460,328,2,173,1,94
1461,174,9,0,6,55
1462,466,9,81,7,127
1463,318,4,87,2,133
1464,167,7,29,4,186
1465,488,6,19,4,89
1466,274,5,73,5,168
1467,121,5,4,3,54
1468,122,4,81,3,95
1469,286,1,35,4,142
1470,361,4,55,1,198
1471,252,2,64,5,194
1472,386,3,3,1,178
1473,366,4,114,2,185
1474,402,9,79,6,32
1475,239,2,98,7,96
1476,214,2,177,5,46
1477,96,5,84,7,79
1478,244,4,65,7,136
1479,141,8,26,2,110
1480,450,8,134,1,111
1481,419,1,194,4,160
1482,223,1,149,2,83
1483,130,5,87,5,27
1484,166,6,156,4,144
1485,187,4,144,3,103
1486,451,7,195,2,152
1487,31,6,12,2,114
1488,224,5,2,7,78
1489,358,5,184,1,177
1490,426,7,60,2,64
1491,28,1,88,5,140
1492,494,2,193,6,116
1493,318,4,92,1,156
1494,186,2,106,7,61
1495,96,5,112,4,159
1496,464,5,97,1,91
1497,445,1,169,4,33
1498,489,5,110,6,49
1499,145,1,21,5,46
1500,75,9,78,5,198
1501,260,1,45,4,131
1502,59,2,62,4,112
1503,55,2,182,1,174
1504,450,2,136,2,97
1505,394,3,140,2,69
1506,401,3,52,7,114
1507,280,2,44,3,197
1508,481,5,64,1,125
1509,394,2,70,5,161
1510,494,4,118,3,175
1511,70,4,85,1,144
1512,203,8,29,7,155
1513,184,7,11,4,98
1514,322,5,95,3,176
1515,160,5,36,4,87
1516,72,1,188,3,74
1517,274,5,173,1,127
1518,335,9,22,3,37
1519,152,9,76,4,45
1520,400,3,15,3,44
1521,125,4,5,2,127
1522,66,3,34,4,188
1523,205,9,150,6,77
1524,372,2,91,2,99
1525,499,5,116,6,23
1526,51,4,149,2,180
1527,432,9,39,1,159
1528,73,4,36,6,155
1529,307,9,36,3,86
1530,57,3,171,4,50
1531,113,3,138,2,181
1532,140,1,188,5,70
1533,330,7,91,5,75
1534,115,8,109,5,176
1535,234,4,184,4,58
1536,169,5,23,6,109
1537,311,8,104,4,170
1538,131,4,69,4,119
1539,46,6,58,4,138
1540,309,4,124,2,62
1541,211,1,198,5,111
1542,44,8,64,4,138
1543,195,5,146,2,23
1544,389,2,89,7,151
1545,60,8,122,7,55
1546,430,5,25,7,145
1547,154,7,162,7,177
1548,432,4,79,1,141
1549,499,4,182,5,65
1550,133,5,183,2,174
1551,397,7,115,5,24
1552,100,3,110,7,182
1553,464,1,131,2,155
1554,379,1,159,7,73
1555,109,2,160,4,180
1556,73,4,157,7,106
1557,314,9,182,2,57
1558,422,7,40,4,118
1559,428,8,197,4,189
1560,467,7,178,3,108
1561,121,2,120,1,87
1562,221,4,100,3,46
1563,253,6,130,6,85
1564,247,5,191,1,87
1565,320,1,172,7,189
1566,94,6,188,4,22
1567,277,2,44,1,151
1568,473,1,15,1,92
1569,108,8,178,3,44
1570,322,6,166,1,49
1571,59,9,89,6,62
1572,63,6,195,6,108
1573,304,3,121,7,158
1574,46,1,133,6,192
1575,270,5,71,1,192
1576,253,3,75,7,107
1577,221,6,86,3,174
1578,386,3,193,2,106
1579,265,3,152,6,152
1580,77,3,132,2,111
1581,218,4,83,2,114
1582,37,8,75,4,63
1583,237,9,133,4,158
1584,470,2,194,4,185
1585,249,8,137,2,89
1586,405,4,79,5,50
1587,206,5,108,2,166
1588,203,6,70,4,123
1589,53,9,152,5,196
1590,176,2,42,3,196
1591,400,4,179,4,67
1592,158,3,137,7,154
1593,236,5,29,4,98
1594,251,1,68,1,70
1595,118,4,89,6,81
1596,290,3,76,5,116
1597,392,6,111,7,199
1598,294,8,27,4,32
1599,292,1,87,4,157
1600,372,3,162,4,27
1601,270,7,108,1,113
1602,70,2,68,2,134
1603,443,5,36,6,58
1604,325,7,62,1,177
1605,379,2,28,7,118
1606,161,8,182,3,76
1607,357,9,27,7,33
1608,139,5,129,7,144
1609,184,3,195,4,115
1610,107,5,20,6,136
1611,498,7,26,4,86
1612,428,6,120,5,141
1613,284,5,79,6,26
1614,297,3,21,7,134
1615,151,6,76,2,92
1616,409,3,8,7,122
1617,341,4,118,1,187
1618,187,2,49,2,131
1619,74,9,166,4,92
1620,35,5,141,7,177
1621,174,4,95,5,43
1622,183,9,195,5,67
1623,285,4,194,6,44
1624,479,5,121,1,101
1625,56,5,39,7,77
1626,77,3,153,2,156
1627,428,8,170,6,139
1628,345,1,89,7,184
1629,352,2,63,2,28
1630,484,5,192,6,84
1631,180,2,196,6,116
1632,48,7,192,7,40
1633,414,1,101,3,102
1634,403,7,3,3,23
1635,383,1,140,7,61
1636,257,9,12,6,84
1637,182,8,72,1,143
1638,305,8,107,3,40
1639,209,1,161,3,82
1640,227,3,99,3,77
1641,72,4,112,7,129
1642,376,4,71,7,133
1643,435,4,161,3,129
1644,49,5,55,1,175
1645,208,4,91,6,64
1646,41,1,123,3,71
1647,403,2,5,7,25
1648,289,5,103,4,171
1649,287,6,86,7,82
1650,451,4,28,5,158
1651,445,5,158,6,60
1652,482,1,193,5,112
1653,344,7,185,7,160
1654,498,6,76,1,102
1655,221,3,111,2,132
1656,301,9,7,4,119
1657,75,7,152,3,106
1658,33,4,58,6,72
1659,275,5,63,1,161
1660,83,6,107,7,84
1661,117,1,150,2,199
1662,431,5,170,2,64
1663,283,1,154,1,93
1664,409,6,74,7,100
1665,421,3,85,6,92
1666,349,8,176,6,123
1667,342,9,0,4,55
1668,473,7,45,4,62
1669,186,9,182,5,130
1670,349,6,110,3,153
1671,373,5,36,3,107
1672,60,6,147,5,118
1673,405,9,139,5,86
1674,189,7,4,7,134
1675,285,3,42,1,194
1676,327,6,147,2,90
1677,447,3,57,7,54
1678,236,7,143,1,51
1679,261,4,180,2,152
1680,143,7,52,5,114
1681,344,3,54,4,38
1682,197,7,133,3,20
1683,114,4,190,5,142
1684,180,8,147,1,167
1685,368,1,123,3,26
1686,98,8,178,3,37
1687,173,1,146,3,147
1688,193,9,105,4,147
1689,199,8,25,7,175
1690,163,7,46,5,162
1691,346,8,100,2,157
1692,178,2,191,1,97
1693,136,7,14,6,140
1694,272,8,61,1,71
1695,69,7,49,3,119
1696,141,1,186,4,31
1697,440,5,141,3,72
1698,151,6,149,5,131
1699,78,8,186,4,61
1700,179,1,163,5,89
1701,44,7,150,3,161
1702,400,8,87,2,106
1703,343,6,144,4,34
1704,276,1,135,4,167
1705,256,1,49,2,196
1706,284,4,124,5,101
1707,282,3,63,6,146
1708,326,5,175,4,71
1709,319,6,44,4,25
1710,100,1,195,6,125
1711,151,6,38,5,27
1712,288,2,132,7,174
1713,76,5,161,1,143
1714,131,7,89,1,188
1715,351,5,143,3,124
1716,422,4,50,1,116
1717,58,2,104,7,25
1718,208,6,132,5,153
1719,490,5,170,6,46
1720,134,9,166,4,112
1721,217,8,20,3,176
1722,440,7,142,6,87
1723,340,9,156,4,184
1724,446,3,16,6,194
1725,303,2,166,1,194
1726,171,8,9,7,123
1727,230,5,194,4,68
1728,418,6,45,4,49
1729,223,2,184,5,21
1730,387,1,76,1,171
1731,41,6,70,1,76
1732,264,7,20,4,37
1733,240,2,136,4,114
1734,307,1,5,1,55
1735,146,7,17,1,56
1736,413,4,175,6,103
1737,466,3,185,1,62
1738,136,9,153,6,161
1739,286,4,169,4,69
1740,163,2,179,5,108
1741,124,3,67,1,151
1742,212,5,134,5,120
1743,388,4,40,1,57
1744,337,3,149,4,74
1745,65,6,11,3,164
1746,457,3,138,7,86
1747,496,8,190,6,129
1748,165,4,52,3,192
1749,187,3,162,2,29
1750,120,8,61,2,130
1751,254,8,35,7,89
1752,83,4,187,5,132
1753,315,8,138,7,118
1754,49,8,189,4,153
1755,51,4,100,3,25
1756,49,4,72,6,46
1757,36,6,51,5,84
1758,297,6,172,5,108
1759,106,7,97,3,177
1760,367,6,119,6,60
1761,25,3,1,4,140
1762,173,9,107,2,76
1763,154,2,25,1,96
1764,265,7,5,3,91
1765,309,9,68,6,189
1766,44,2,0,5,69
1767,435,6,22,2,65
1768,284,9,189,4,168
1769,26,5,95,3,128
1770,81,4,121,5,20
1771,110,7,198,2,134
1772,441,3,84,6,63
1773,321,6,154,1,134
1774,410,6,5,5,149
1775,45,9,58,7,70
1776,48,9,38,5,188
1777,380,9,3,7,48
1778,297,4,48,3,198
1779,35,5,16,2,189
1780,290,4,195,3,138
1781,427,6,159,4,189
1782,398,3,142,6,175
1783,266,8,121,3,30
1784,456,2,143,4,37
1785,405,8,78,1,176
1786,214,9,168,7,83
1787,366,7,61,6,78
1788,427,4,83,4,198
1789,285,8,83,4,56
1790,109,9,150,2,58
1791,108,3,82,4,180
1792,78,7,125,5,74
1793,450,7,3,3,136
1794,239,8,93,5,117
1795,451,7,111,6,176
1796,178,5,61,3,49
1797,487,1,118,3,123
1798,79,4,68,6,152
1799,269,9,123,3,182
1800,289,7,197,2,39
1801,413,7,85,5,36
1802,75,4,79,7,179
1803,127,9,122,6,115
1804,458,9,45,1,185
1805,272,7,166,4,174
1806,49,9,5,5,32
1807,497,8,26,2,119
1808,435,9,170,4,62
1809,472,1,84,5,195
1810,454,7,48,1,104
1811,79,6,181,6,93
1812,495,7,193,2,160
1813,300,9,161,6,42
1814,212,9,102,7,168
1815,485,1,104,1,153
1816,255,8,28,7,60
1817,352,5,132,6,182
1818,478,8,22,1,41
1819,421,8,169,2,32
1820,154,8,152,4,172
1821,168,1,116,4,90
1822,241,4,84,2,20
1823,423,4,80,2,50
1824,162,3,49,2,49
1825,26,1,137,3,38
1826,499,5,158,1,171
1827,375,7,183,4,186
1828,28,1,99,7,82
1829,102,2,154,4,56
1830,362,7,142,5,162
1831,84,8,192,2,21
1832,483,6,1,2,166
1833,123,8,132,4,42
1834,470,5,141,4,184
1835,153,2,186,7,65
1836,193,8,157,2,171
1837,315,5,156,3,133
1838,243,7,20,7,96
1839,206,9,68,4,49
1840,169,4,98,5,45
1841,179,5,135,6,141
1842,185,3,163,5,164
1843,356,4,7,6,143
1844,36,8,55,6,192
1845,87,1,111,2,121
1846,363,4,112,6,135
1847,487,1,42,4,58
1848,48,4,67,7,108
1849,284,1,130,1,25
1850,202,9,101,4,135
1851,48,7,92,1,22
1852,207,7,61,1,83
1853,186,6,33,2,181
1854,250,7,112,5,70
1855,165,1,37,4,26
1856,142,1,96,5,42
1857,168,7,119,6,190
1858,440,5,75,1,47
1859,99,8,143,4,107
1860,319,7,50,6,173
1861,239,7,40,2,180
1862,419,2,66,4,67
1863,122,9,113,3,83
1864,67,5,16,3,69
1865,149,8,118,4,166
1866,332,1,73,7,149
1867,387,5,68,1,138
1868,131,1,57,3,195
1869,394,1,23,4,132
1870,324,5,112,1,193
1871,482,5,124,7,109
1872,414,1,175,5,141
1873,293,6,35,2,44
1874,254,6,195,7,107
1875,236,9,100,7,159
1876,295,9,6,1,170
1877,185,3,137,6,123
1878,392,6,45,3,102
1879,81,2,156,7,148
1880,304,3,166,6,92
1881,29,2,115,5,44
1882,27,5,129,6,117
1883,471,4,130,4,163
1884,237,4,176,5,68
1885,359,9,3,7,76
1886,475,1,56,6,99
1887,350,9,184,6,52
1888,182,1,16,1,34
1889,305,8,172,5,166
1890,434,9,59,6,80
1891,424,3,10,4,93
1892,98,3,24,2,41
1893,238,1,97,5,90
1894,370,4,125,6,109
1895,443,3,131,7,76
1896,127,2,167,3,125
1897,234,8,136,5,93
1898,28,8,67,4,164
1899,208,4,168,7,175
1900,103,2,52,5,106
1901,371,4,142,3,169
1902,34,8,100,2,167
1903,57,8,182,7,62
1904,101,7,3,4,135
1905,298,2,88,4,187
1906,225,4,47,4,68
1907,227,3,126,1,118
1908,260,9,184,3,81
1909,170,7,39,1,153
1910,197,3,140,4,163
1911,296,2,115,5,190
1912,246,5,61,7,113
1913,473,5,104,7,77
1914,304,1,197,5,189
1915,370,9,64,5,101
1916,450,9,173,3,184
1917,47,7,167,1,52
1918,158,1,99,2,172
1919,183,8,83,5,118
1920,218,1,141,4,195
1921,371,8,127,5,60
1922,99,3,2,6,127
1923,117,4,189,3,50
1924,250,5,11,1,97
1925,98,5,32,5,86
1926,172,4,190,5,188
1927,416,3,117,3,50
1928,484,1,89,2,54
1929,446,5,186,1,40
1930,241,7,92,4,37
1931,264,4,1,3,128
1932,482,7,136,7,126
1933,461,1,82,4,65
1934,75,8,184,1,166
1935,457,3,49,7,25
1936,379,9,113,6,62
1937,419,9,9,5,196
1938,270,4,50,4,91
1939,145,1,189,2,135
1940,56,1,106,6,31
1941,178,5,113,2,41
1942,196,1,66,3,137
1943,332,9,150,3,73
1944,141,7,1,5,43
1945,409,3,105,1,140
1946,467,6,121,4,25
1947,272,1,43,4,155
1948,463,1,173,7,64
1949,149,8,190,5,102
1950,232,4,172,3,83
1951,139,6,190,1,98
1952,473,3,101,6,175
1953,59,3,191,4,100
1954,41,8,52,6,74
1955,472,6,18,5,163
1956,455,1,124,1,48
1957,159,9,175,4,93
1958,126,1,129,5,70
1959,240,1,75,5,109
1960,441,4,11,4,91
1961,361,2,145,4,121
1962,281,2,157,5,72
1963,179,7,194,3,51
1964,40,1,76,4,48
1965,90,1,195,5,26
1966,338,1,45,3,178
1967,137,9,84,3,184
1968,48,5,178,5,57
1969,206,5,101,2,132
1970,496,4,115,2,142
1971,420,6,153,2,197
1972,70,3,178,3,80
1973,304,5,54,1,86
1974,276,3,199,6,177
1975,130,6,3,4,43
1976,420,2,127,5,128
1977,178,7,142,7,78
1978,471,8,25,1,172
1979,171,4,26,1,48
1980,343,4,59,2,38
1981,379,2,132,3,190
1982,141,2,88,4,31
1983,101,3,106,1,192
1984,122,5,90,1,32
1985,126,4,123,3,92
1986,289,8,142,4,154
1987,464,6,65,6,135
1988,181,2,165,3,29
1989,499,5,98,3,113
1990,269,5,8,6,168
1991,302,9,8,5,88
1992,93,2,11,3,192
1993,161,2,14,4,150
1994,351,6,26,5,115
1995,272,9,40,2,32
1996,204,8,117,1,112
1997,375,7,145,1,103
1998,359,5,66,4,134
1999,189,2,26,5,161
2000,293,5,42,1,47
2001,415,6,106,3,87
2002,184,7,93,7,109
2003,169,8,116,2,97
2004,161,6,171,5,195
2005,227,8,124,6,84
2006,212,4,10,3,170
2007,416,6,26,7,95
2008,318,4,130,7,164
2009,172,7,144,7,89
2010,473,1,90,3,195
2011,197,9,85,3,96
2012,440,1,115,3,89
2013,425,4,66,3,157
2014,200,9,162,1,49
2015,106,5,70,3,175
2016,462,6,31,6,192
2017,98,4,127,7,194
2018,477,2,61,5,76
2019,161,4,28,4,100
2020,144,5,185,5,121
2021,167,2,127,5,65
2022,237,3,13,2,171
2023,463,2,131,2,72
2024,316,9,154,2,89
2025,48,1,174,5,192
2026,362,3,9,7,48
2027,147,8,154,1,113
2028,173,4,14,6,76
2029,211,2,40,2,101
2030,378,3,28,4,130
2031,446,6,45,5,115
2032,342,4,196,1,95
2033,303,1,178,2,127
2034,366,8,27,1,63
2035,209,9,122,4,170
2036,112,3,155,1,159
2037,107,6,63,4,81
2038,405,3,183,6,47
2039,349,1,95,7,146
2040,403,3,31,2,103
2041,406,1,87,7,166
2042,143,2,0,2,73
2043,177,3,0,5,199
2044,376,7,56,4,192
2045,360,2,180,4,137
2046,260,5,84,7,37
2047,113,8,95,7,182
2048,348,2,11,5,89
2049,444,3,47,5,32
2050,445,7,167,7,20
2051,488,7,54,3,97
2052,129,2,142,3,85
2053,357,6,176,4,141
2054,169,1,15,2,108
2055,409,2,87,7,42
2056,192,3,29,4,95
2057,101,3,0,6,103
2058,238,6,73,7,97
2059,258,3,36,6,94
2060,227,1,104,6,199
2061,206,6,114,1,119
2062,454,9,179,6,81
2063,122,1,178,2,137
2064,158,2,124,6,143
2065,57,3,21,2,30
2066,188,2,100,6,117
2067,121,9,86,4,190
2068,378,3,190,5,53
2069,450,1,39,1,139
2070,223,2,91,1,71
2071,123,3,122,6,160
2072,152,4,72,3,160
2073,220,2,163,3,192
2074,55,6,159,3,68
2075,466,5,21,6,140
2076,472,4,172,1,198
2077,448,1,104,4,46
2078,432,7,19,2,64
2079,486,8,142,7,48
2080,250,1,49,3,112
2081,170,1,139,6,84
2082,320,3,32,4,65
2083,476,5,48,5,160
2084,346,6,80,2,36
2085,335,3,169,3,194
2086,484,6,48,4,115
2087,251,8,197,4,144
2088,132,5,4,6,54
2089,208,4,83,2,110
2090,61,9,197,2,197
2091,32,1,0,3,153
2092,229,2,196,3,118
2093,136,2,31,1,68
2094,367,7,42,7,68
2095,72,1,140,7,122
2096,459,1,55,6,24
2097,237,2,156,6,103
2098,147,8,163,3,122
2099,251,8,69,1,155
2100,99,6,88,6,118
2101,81,8,51,3,78
2102,249,3,191,6,166
2103,57,1,94,7,163
2104,271,1,64,5,22
2105,71,7,46,3,95
2106,462,3,81,1,133
2107,305,9,95,3,192
2108,73,1,61,4,124
2109,99,8,92,1,68
2110,165,6,83,2,128
2111,389,1,21,7,134
2112,283,4,71,3,125
2113,403,1,125,7,179
2114,48,4,74,4,126
2115,495,9,20,1,125
2116,472,2,72,2,178
2117,221,7,52,7,101
2118,122,6,127,6,65
2119,293,6,66,2,59
2120,313,7,41,6,112
2121,400,3,14,3,33
2122,369,6,122,6,113
2123,374,5,5,5,87
2124,325,4,65,5,73
2125,270,8,10,3,102
2126,410,1,6,5,166
2127,339,1,92,4,108
2128,147,1,147,7,103
2129,192,7,172,2,101
2130,180,7,112,3,61
2131,146,6,1,2,49
2132,422,2,87,1,47
2133,281,3,60,4,56
2134,167,3,188,6,53
2135,36,9,101,6,176
2136,113,6,162,3,169
2137,366,4,0,2,30
2138,431,7,39,5,100
2139,418,3,199,6,62
2140,336,1,27,1,26
2141,125,6,69,1,181
2142,378,5,177,1,109
2143,299,8,182,7,146
2144,399,9,153,5,188
2145,94,3,121,2,106
2146,319,8,74,2,181
2147,196,7,99,5,101
2148,388,5,101,2,177
2149,425,5,86,5,58
2150,359,6,46,6,38
2151,25,9,115,5,161
2152,461,7,10,2,184
2153,302,2,164,1,80
2154,338,2,122,4,181
2155,449,6,44,4,94
2156,438,5,25,3,64
2157,205,4,141,6,105
2158,393,8,138,1,184
2159,472,7,113,7,97
2160,68,3,110,1,53
2161,424,4,102,7,27
2162,183,8,46,1,163
2163,469,6,148,5,196
2164,76,2,15,5,119
2165,256,6,165,1,103
2166,212,7,74,4,87
2167,239,8,136,5,181
2168,331,7,178,3,88
2169,486,7,62,1,24
2170,214,5,30,2,80
2171,400,2,176,1,179
2172,181,1,9,5,110
2173,66,6,152,1,22
2174,397,1,8,5,62
2175,173,5,1,7,163
2176,26,6,4,6,105
2177,22,9,79,5,197
2178,57,2,29,3,130
2179,496,3,192,5,96
2180,459,7,99,4,68
2181,497,9,53,2,197
2182,247,2,159,1,121
2183,472,8,79,1,146
2184,297,6,115,1,104
2185,454,8,37,7,70
2186,151,1,7,3,147
2187,332,1,159,1,189
2188,384,4,168,2,67
2189,52,4,187,5,199
2190,204,9,12,2,139
2191,311,5,115,4,72
2192,147,4,47,6,180
2193,124,8,168,1,31
2194,48,9,181,5,35
2195,60,7,191,1,41
2196,268,8,154,7,70
2197,353,6,104,5,80
2198,431,4,76,6,30
2199,286,1,181,7,172
2200,303,9,91,4,123
2201,471,7,158,5,62
2202,186,2,75,7,126
2203,361,8,51,5,62
2204,224,6,168,3,64
2205,397,2,57,5,152
2206,467,3,99,3,170
2207,332,5,82,4,50
2208,282,7,75,4,157
2209,458,2,64,5,52
2210,44,3,180,2,41
2211,381,5,26,5,29
2212,493,4,68,4,40
2213,428,2,54,7,141
2214,151,1,5,1,159
2215,53,3,194,3,114
2216,58,9,170,1,104
2217,392,6,33,7,198
2218,369,5,168,4,163
2219,105,6,184,6,157
2220,243,7,14,5,30
2221,199,9,86,6,21
2222,99,3,147,5,168
